id,date,store_nbr,product_type,sales,special_offer
220293,2013-05-04,4,HOME CARE,0.0,0
1738507,2015-09-05,39,BABY CARE,0.0,0
1619102,2015-06-30,38,MAGAZINES,5.0,0
718935,2014-02-09,30,PRODUCE,0.0,0
2166313,2016-05-03,41,POULTRY,140.051,0
162543,2013-04-02,2,HOME CARE,0.0,0
1060655,2014-08-20,2,BEAUTY,4.0,0
2820297,2017-05-06,41,HOME CARE,323.0,8
2766181,2017-04-06,23,"LIQUOR,WINE,BEER",28.0,0
2914598,2017-06-28,38,BREAD/BAKERY,458.004,7
49269,2013-01-28,41,AUTOMOTIVE,5.0,0
1818781,2015-10-20,40,LADIESWEAR,0.0,0
1338650,2015-01-24,2,BREAD/BAKERY,671.603,1
556696,2013-11-09,29,LADIESWEAR,0.0,0
2933840,2017-07-09,28,DAIRY,1659.0,32
6003,2013-01-04,27,PRODUCE,0.0,0
2309798,2016-07-23,18,PREPARED FOODS,43.0,0
2110173,2016-04-02,17,LINGERIE,11.0,0
133985,2013-03-17,19,BREAD/BAKERY,255.0,0
387227,2013-08-06,24,BREAD/BAKERY,617.709,0
852284,2014-04-25,22,PET SUPPLIES,0.0,0
2782470,2017-04-15,30,DELI,65.0,1
2282499,2016-07-07,51,LINGERIE,0.0,0
815520,2014-04-04,40,MEATS,88.156,0
2889220,2017-06-14,26,BOOKS,0.0,0
1660943,2015-07-24,12,LAWN AND GARDEN,0.0,0
1884296,2015-11-26,29,PREPARED FOODS,53.98,0
2962107,2017-07-25,20,PLAYERS AND ELECTRONICS,2.0,0
2042113,2016-02-23,8,CLEANING,1020.0,1
922809,2014-06-03,50,PRODUCE,2.0,0
634479,2013-12-23,11,LINGERIE,15.0,0
2045775,2016-02-26,10,CELEBRATION,8.0,0
2609275,2017-01-08,20,SCHOOL AND OFFICE SUPPLIES,1.0,0
507808,2013-10-12,8,BOOKS,0.0,0
2346127,2016-08-12,37,PERSONAL CARE,143.0,4
1695881,2015-08-12,42,FROZEN FOODS,0.0,0
338972,2013-07-10,2,PREPARED FOODS,89.0,0
2105073,2016-03-30,24,BEVERAGES,3993.0,6
2065617,2016-03-08,17,HOME AND KITCHEN I,1.0,0
2041427,2016-02-23,38,HARDWARE,0.0,0
2961378,2017-07-24,5,MEATS,276.378,0
806556,2014-03-30,4,BEVERAGES,4008.0,0
2393977,2016-09-08,3,PERSONAL CARE,406.0,5
2187467,2016-05-15,35,PREPARED FOODS,27.0,1
2331137,2016-08-04,17,HOME APPLIANCES,0.0,0
1011298,2014-07-23,34,GROCERY II,1.0,0
1421527,2015-03-11,44,LADIESWEAR,0.0,0
2257885,2016-06-24,11,PERSONAL CARE,225.0,9
621842,2013-12-15,7,MAGAZINES,0.0,0
1666053,2015-07-26,6,HOME AND KITCHEN I,37.0,1
2230761,2016-06-08,5,PLAYERS AND ELECTRONICS,11.0,0
2639587,2017-01-25,21,HOME AND KITCHEN II,26.0,1
2610920,2017-01-09,17,PET SUPPLIES,2.0,0
987520,2014-07-10,17,POULTRY,299.455,15
1184187,2014-10-28,35,HOME AND KITCHEN I,1.0,0
1731390,2015-09-01,39,GROCERY I,4782.143,3
481846,2013-09-28,29,GROCERY II,0.0,0
1516364,2015-05-03,6,HARDWARE,3.0,0
585001,2013-11-25,23,EGGS,58.0,0
1383206,2015-02-18,2,FROZEN FOODS,98.0,2
2448330,2016-10-08,54,PLAYERS AND ELECTRONICS,5.0,0
2110827,2016-04-02,35,HOME AND KITCHEN I,25.0,0
2957247,2017-07-22,34,HOME CARE,245.0,6
1632776,2015-07-08,22,BEAUTY,0.0,0
1038880,2014-08-07,9,CLEANING,1412.0,3
1584843,2015-06-11,27,HOME CARE,114.0,3
2255611,2016-06-22,47,POULTRY,807.396,1
71172,2013-02-09,6,MEATS,519.875,0
1466277,2015-04-05,5,LINGERIE,27.0,0
719202,2014-02-09,39,AUTOMOTIVE,9.0,0
427544,2013-08-28,54,PREPARED FOODS,37.0,0
155880,2013-03-29,32,LINGERIE,4.0,0
1143887,2014-10-05,54,DAIRY,218.0,1
110005,2013-03-03,45,HOME AND KITCHEN II,0.0,0
644268,2013-12-29,36,DELI,193.853,0
1669762,2015-07-29,1,POULTRY,354.013,0
1303528,2015-01-04,33,POULTRY,295.416,2
708534,2014-02-03,39,MEATS,72.857,0
1798875,2015-10-09,32,GROCERY I,1413.0,5
897906,2014-05-20,52,DELI,0.0,0
1515546,2015-05-03,32,LINGERIE,8.0,0
1193743,2014-11-02,53,BABY CARE,0.0,0
2615658,2017-01-11,5,GROCERY I,3062.0,62
2821955,2017-05-07,38,PET SUPPLIES,14.0,1
2747542,2017-03-26,5,POULTRY,261.809,0
1178546,2014-10-25,27,HOME APPLIANCES,1.0,0
2877135,2017-06-07,36,PRODUCE,804.852,0
473868,2013-09-23,54,LINGERIE,1.0,0
1763856,2015-09-19,5,CELEBRATION,54.0,0
2469191,2016-10-20,4,SEAFOOD,30.283,2
1096482,2014-09-09,24,MEATS,348.761,0
1545164,2015-05-20,14,BREAD/BAKERY,206.0,0
1935301,2015-12-26,10,HOME AND KITCHEN II,23.0,0
554950,2013-11-08,3,"LIQUOR,WINE,BEER",273.0,0
1491089,2015-04-19,46,HOME APPLIANCES,2.0,0
424147,2013-08-27,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
485684,2013-09-30,36,MAGAZINES,0.0,0
1015368,2014-07-25,48,MEATS,1168.57,41
1931746,2015-12-23,10,PERSONAL CARE,272.0,0
1638801,2015-07-11,40,LINGERIE,15.0,0
2902636,2017-06-21,51,"LIQUOR,WINE,BEER",106.0,3
1233022,2014-11-24,6,EGGS,243.0,0
2834417,2017-05-14,38,HARDWARE,0.0,0
2787611,2017-04-18,25,BEAUTY,2.0,0
2329102,2016-08-03,1,POULTRY,348.374,0
1350961,2015-01-31,15,CLEANING,1114.0,0
790307,2014-03-21,33,MAGAZINES,0.0,0
2052586,2016-02-29,50,LADIESWEAR,18.0,0
1609032,2015-06-24,6,HOME CARE,258.0,2
1105542,2014-09-14,29,DELI,0.0,0
1213513,2014-11-13,9,BOOKS,0.0,0
503966,2013-10-10,49,MAGAZINES,0.0,0
1338837,2015-01-24,24,PLAYERS AND ELECTRONICS,0.0,0
690053,2014-01-24,20,MAGAZINES,0.0,0
487451,2013-10-01,36,DAIRY,220.0,0
1310338,2015-01-08,25,CLEANING,435.0,0
122884,2013-03-10,7,PERSONAL CARE,175.0,0
2613452,2017-01-10,38,HOME APPLIANCES,0.0,0
2922210,2017-07-02,50,PLAYERS AND ELECTRONICS,53.0,0
2514199,2016-11-14,52,POULTRY,0.0,0
227870,2013-05-08,52,BREAD/BAKERY,0.0,0
1530042,2015-05-11,39,PRODUCE,0.0,0
1707661,2015-08-19,23,EGGS,47.0,0
678578,2014-01-17,48,SEAFOOD,40.5859,0
1376311,2015-02-14,26,GROCERY II,7.0,0
578517,2013-11-21,40,PLAYERS AND ELECTRONICS,0.0,0
1856985,2015-11-11,13,DELI,154.0,0
986257,2014-07-09,31,LADIESWEAR,2.0,0
1792551,2015-10-05,54,MEATS,56.352,0
1808646,2015-10-14,7,HOME AND KITCHEN I,37.0,0
2382378,2016-09-01,54,DELI,229.0,6
856294,2014-04-27,35,EGGS,101.0,0
2863870,2017-05-31,14,SCHOOL AND OFFICE SUPPLIES,1.0,0
126338,2013-03-12,53,HARDWARE,0.0,0
683398,2014-01-20,34,BABY CARE,0.0,0
890689,2014-05-16,5,LADIESWEAR,0.0,0
722395,2014-02-11,28,PERSONAL CARE,154.0,0
1034404,2014-08-05,32,LADIESWEAR,0.0,0
72663,2013-02-10,47,PRODUCE,0.0,0
2374117,2016-08-28,22,SCHOOL AND OFFICE SUPPLIES,12.0,6
256631,2013-05-25,1,MAGAZINES,0.0,0
243539,2013-05-17,41,SEAFOOD,9.0,0
236266,2013-05-13,38,LADIESWEAR,0.0,0
1409242,2015-03-04,5,EGGS,123.0,0
2551787,2016-12-05,8,PREPARED FOODS,158.076,1
2533830,2016-11-25,53,MEATS,430.952,45
2839465,2017-05-17,3,GROCERY II,80.0,0
674215,2014-01-15,26,PERSONAL CARE,163.0,0
2078365,2016-03-15,24,PERSONAL CARE,288.0,3
1434266,2015-03-18,51,LAWN AND GARDEN,2.0,0
1170863,2014-10-21,11,MAGAZINES,1.0,0
2014825,2016-02-08,41,EGGS,106.0,0
331027,2013-07-05,47,BOOKS,0.0,0
1853861,2015-11-09,25,LAWN AND GARDEN,4.0,0
2791688,2017-04-20,39,LAWN AND GARDEN,6.0,0
945074,2014-06-16,26,LAWN AND GARDEN,0.0,0
2821762,2017-05-07,32,SCHOOL AND OFFICE SUPPLIES,33.0,5
2427695,2016-09-27,26,HOME APPLIANCES,0.0,0
1906651,2015-12-08,7,EGGS,275.0,0
537013,2013-10-29,27,BOOKS,0.0,0
2182913,2016-05-12,8,PREPARED FOODS,197.988,0
1085617,2014-09-03,2,HOME AND KITCHEN II,8.0,0
2080469,2016-03-16,33,HOME APPLIANCES,0.0,0
1869291,2015-11-17,9,CELEBRATION,7.0,0
235606,2013-05-13,2,LADIESWEAR,0.0,0
278800,2013-06-06,31,HOME AND KITCHEN II,0.0,0
1772654,2015-09-24,46,PET SUPPLIES,18.0,0
2938933,2017-07-12,20,LADIESWEAR,1.0,0
392729,2013-08-09,28,PREPARED FOODS,46.334,0
1314080,2015-01-10,3,LAWN AND GARDEN,14.0,0
1545134,2015-05-20,13,DAIRY,475.0,2
1310392,2015-01-08,26,POULTRY,119.008,3
392825,2013-08-09,30,PET SUPPLIES,0.0,0
2712085,2017-03-06,6,GROCERY II,28.0,0
1408542,2015-03-04,30,BEVERAGES,623.0,0
251200,2013-05-21,8,BOOKS,0.0,0
1096897,2014-09-09,36,EGGS,128.0,0
2188098,2016-05-15,53,AUTOMOTIVE,16.0,4
1246701,2014-12-02,39,PLAYERS AND ELECTRONICS,8.0,0
263165,2013-05-28,42,MAGAZINES,0.0,0
2197154,2016-05-20,8,HARDWARE,0.0,0
1208863,2014-11-11,28,CLEANING,816.0,0
1632621,2015-07-08,18,GROCERY I,2654.413,2
1477961,2015-04-12,28,MAGAZINES,0.0,0
795158,2014-03-24,2,MAGAZINES,2.0,0
113858,2013-03-05,53,DAIRY,0.0,0
1461843,2015-04-03,26,DELI,115.79,38
1692176,2015-08-10,39,BEAUTY,9.0,0
1824065,2015-10-23,39,MAGAZINES,5.0,0
1750962,2015-09-12,38,HOME AND KITCHEN I,50.0,0
1889456,2015-11-29,24,DAIRY,1509.0,1
599861,2013-12-03,4,LAWN AND GARDEN,5.0,0
790787,2014-03-21,47,DAIRY,1845.0,0
1892620,2015-12-01,13,BOOKS,0.0,0
447352,2013-09-09,11,BOOKS,0.0,0
1970317,2016-01-14,42,LADIESWEAR,24.0,0
979873,2014-07-05,52,BOOKS,0.0,0
2670545,2017-02-11,4,LAWN AND GARDEN,29.0,0
2055863,2016-03-02,42,PREPARED FOODS,82.463,1
2641462,2017-01-26,24,EGGS,181.0,2
2445005,2016-10-07,12,BEAUTY,0.0,0
2445042,2016-10-07,13,CELEBRATION,4.0,0
1047898,2014-08-13,11,HOME AND KITCHEN II,0.0,0
2982328,2017-08-05,38,LADIESWEAR,33.0,0
1917634,2015-12-15,15,BOOKS,0.0,0
2532965,2016-11-25,3,HOME APPLIANCES,2.0,0
1809111,2015-10-15,2,HOME CARE,214.0,1
888263,2014-05-15,32,BEAUTY,0.0,0
270685,2013-06-01,53,LADIESWEAR,0.0,0
1016296,2014-07-26,24,POULTRY,499.65698,0
2277001,2016-07-04,48,BABY CARE,0.0,0
1519106,2015-05-05,32,HOME APPLIANCES,0.0,0
2361073,2016-08-20,7,"LIQUOR,WINE,BEER",380.0,0
266088,2013-05-30,25,DELI,75.108,0
630670,2013-12-20,54,CLEANING,602.0,0
2184538,2016-05-13,53,BOOKS,0.0,0
2405448,2016-09-14,51,GROCERY I,4835.0,36
2080650,2016-03-16,39,AUTOMOTIVE,7.0,0
1588709,2015-06-13,35,MAGAZINES,0.0,0
924681,2014-06-04,53,LINGERIE,19.0,0
89852,2013-02-20,3,PET SUPPLIES,0.0,0
2858721,2017-05-28,2,PRODUCE,3259.723,10
2701320,2017-02-28,53,CELEBRATION,10.0,0
132692,2013-03-16,31,SEAFOOD,3.0,0
23334,2013-01-14,14,BEVERAGES,388.0,0
1049325,2014-08-13,50,MEATS,637.463,0
2628406,2017-01-18,8,"LIQUOR,WINE,BEER",126.0,3
556780,2013-11-09,31,BOOKS,0.0,0
1637599,2015-07-10,8,CLEANING,1268.0,4
2447616,2016-10-08,35,CELEBRATION,2.0,0
740691,2014-02-21,41,CELEBRATION,0.0,0
739849,2014-02-21,18,"LIQUOR,WINE,BEER",0.0,0
1498861,2015-04-24,15,BABY CARE,0.0,0
2319987,2016-07-28,53,LINGERIE,2.0,0
2681682,2017-02-17,52,BEVERAGES,0.0,0
483345,2013-09-29,20,PLAYERS AND ELECTRONICS,0.0,0
41101,2013-01-24,12,HOME AND KITCHEN II,0.0,0
1203100,2014-11-08,16,LADIESWEAR,0.0,0
65233,2013-02-06,39,PERSONAL CARE,201.0,0
2833034,2017-05-13,49,HOME APPLIANCES,3.0,0
2007550,2016-02-04,37,POULTRY,250.864,0
799434,2014-03-26,4,DELI,159.066,0
1391542,2015-02-22,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
810912,2014-04-02,12,BEVERAGES,805.0,0
1089362,2014-09-05,24,SEAFOOD,41.023003,6
2225069,2016-06-05,40,FROZEN FOODS,42.0,0
1582110,2015-06-09,5,MEATS,289.787,2
307577,2013-06-22,39,HOME APPLIANCES,1.0,0
621474,2013-12-15,46,HOME CARE,0.0,0
2234099,2016-06-10,43,SEAFOOD,0.0,0
355796,2013-07-19,41,MAGAZINES,0.0,0
47157,2013-01-27,32,AUTOMOTIVE,2.0,0
126943,2013-03-13,20,PERSONAL CARE,0.0,0
1018930,2014-07-27,48,"LIQUOR,WINE,BEER",0.0,0
2357101,2016-08-18,45,EGGS,242.0,0
718318,2014-02-09,14,CLEANING,652.0,0
1795525,2015-10-07,38,POULTRY,176.578,0
1505938,2015-04-28,13,HOME AND KITCHEN II,7.0,0
1196960,2014-11-04,43,HOME APPLIANCES,1.0,0
2003685,2016-02-02,29,MEATS,111.427,0
94554,2013-02-23,12,DELI,186.0,0
1524000,2015-05-08,2,PLAYERS AND ELECTRONICS,0.0,0
448351,2013-09-09,39,GROCERY II,20.0,0
292892,2013-06-14,27,HOME APPLIANCES,0.0,0
1891441,2015-11-30,3,GROCERY II,66.0,0
1209958,2014-11-11,9,GROCERY II,3.0,0
2380867,2016-09-01,12,HOME AND KITCHEN II,19.0,0
443746,2013-09-07,1,POULTRY,149.383,0
1033009,2014-08-04,43,EGGS,258.0,0
16848,2013-01-10,31,HOME CARE,0.0,0
1813489,2015-10-17,42,CLEANING,1055.0,2
1676399,2015-08-01,45,SEAFOOD,127.979004,0
1134006,2014-09-30,27,PLAYERS AND ELECTRONICS,6.0,0
520903,2013-10-20,24,SCHOOL AND OFFICE SUPPLIES,0.0,0
1991661,2016-01-26,41,GROCERY I,2408.0,0
1009446,2014-07-22,32,DELI,52.0,0
1110561,2014-09-17,2,GROCERY I,3262.0,4
811893,2014-04-02,39,PLAYERS AND ELECTRONICS,0.0,0
2524821,2016-11-20,50,MEATS,778.972,2
1067076,2014-08-23,49,LINGERIE,10.0,0
2845808,2017-05-20,8,LAWN AND GARDEN,41.0,0
293822,2013-06-14,52,MAGAZINES,0.0,0
2638612,2017-01-24,43,SCHOOL AND OFFICE SUPPLIES,2.0,0
2890276,2017-06-14,6,BOOKS,0.0,0
1500965,2015-04-25,23,PET SUPPLIES,0.0,0
176871,2013-04-10,21,MEATS,0.0,0
1296161,2014-12-31,27,LAWN AND GARDEN,31.0,2
1183602,2014-10-28,19,MEATS,150.498,0
2169706,2016-05-05,37,"LIQUOR,WINE,BEER",101.0,0
865260,2014-05-02,37,AUTOMOTIVE,2.0,0
2618107,2017-01-13,19,LADIESWEAR,5.0,0
1640421,2015-07-12,36,MEATS,197.518,0
75992,2013-02-12,40,PET SUPPLIES,0.0,0
40603,2013-01-23,48,GROCERY II,10.0,0
2694711,2017-02-25,18,PRODUCE,1639.766,2
1782293,2015-09-30,17,PREPARED FOODS,81.0,9
2218295,2016-06-01,50,BEAUTY,6.0,1
71330,2013-02-10,10,HOME APPLIANCES,0.0,0
499020,2013-10-08,10,PLAYERS AND ELECTRONICS,0.0,0
2274622,2016-07-03,30,SCHOOL AND OFFICE SUPPLIES,0.0,0
2963898,2017-07-26,21,BEVERAGES,2146.0,16
78991,2013-02-14,25,"LIQUOR,WINE,BEER",198.0,0
2489456,2016-11-01,1,BEAUTY,3.0,0
552416,2013-11-06,9,PREPARED FOODS,63.0,0
904588,2014-05-24,4,PERSONAL CARE,265.0,0
1423088,2015-03-12,38,PREPARED FOODS,124.418,0
2830549,2017-05-12,3,CLEANING,1797.0,32
1913031,2015-12-12,35,LINGERIE,0.0,0
1913263,2015-12-12,41,"LIQUOR,WINE,BEER",168.0,0
800228,2014-03-27,12,FROZEN FOODS,41.0,0
2251702,2016-06-20,38,GROCERY II,11.0,0
116687,2013-03-07,32,SEAFOOD,0.0,0
909566,2014-05-27,3,LAWN AND GARDEN,13.0,0
1727209,2015-08-30,21,"LIQUOR,WINE,BEER",0.0,0
728069,2014-02-14,37,MAGAZINES,0.0,0
1864669,2015-11-15,29,BOOKS,0.0,0
2065384,2016-03-08,10,GROCERY II,6.0,0
1657315,2015-07-22,10,"LIQUOR,WINE,BEER",6.0,0
1822827,2015-10-22,54,CELEBRATION,4.0,0
2366783,2016-08-24,17,MAGAZINES,0.0,0
1476733,2015-04-11,43,HOME AND KITCHEN II,29.0,0
1009877,2014-07-22,44,FROZEN FOODS,367.241,2
1938692,2015-12-27,6,DAIRY,1048.0,5
2671942,2017-02-12,29,SCHOOL AND OFFICE SUPPLIES,1.0,0
801433,2014-03-27,45,POULTRY,792.853,0
56867,2013-02-01,54,DAIRY,28.0,0
268237,2013-05-31,35,GROCERY II,3.0,0
1633504,2015-07-08,42,BOOKS,0.0,0
1235304,2014-11-26,2,HOME AND KITCHEN I,15.0,0
973508,2014-07-02,24,DAIRY,0.0,0
1551984,2015-05-23,54,PLAYERS AND ELECTRONICS,0.0,0
1435854,2015-03-19,46,MEATS,878.331,2
2153227,2016-04-26,25,EGGS,60.0,1
2141946,2016-04-19,9,HOME AND KITCHEN I,21.0,0
2383731,2016-09-02,42,DELI,155.909,48
1576558,2015-06-06,44,HOME AND KITCHEN II,59.0,1
363302,2013-07-23,52,BREAD/BAKERY,0.0,0
2569748,2016-12-16,12,BREAD/BAKERY,169.0,1
998841,2014-07-16,34,PRODUCE,656.144,0
607972,2013-12-08,18,GROCERY II,28.0,0
2386133,2016-09-04,10,BEAUTY,2.0,0
208658,2013-04-28,13,SEAFOOD,1.0,0
1981628,2016-01-21,10,FROZEN FOODS,49.0,0
2409085,2016-09-16,53,LADIESWEAR,7.0,0
1195575,2014-11-03,54,HOME CARE,307.0,0
658145,2014-01-06,25,PET SUPPLIES,9.0,0
1298451,2015-01-01,41,AUTOMOTIVE,0.0,0
2923510,2017-07-03,38,CLEANING,1230.0,39
415291,2013-08-22,11,LADIESWEAR,0.0,0
2426956,2016-09-26,6,BOOKS,0.0,0
2904693,2017-06-23,10,AUTOMOTIVE,0.0,0
2637103,2017-01-23,51,CLEANING,1444.0,5
2219884,2016-06-02,45,CLEANING,2107.0,14
1935642,2015-12-26,2,PLAYERS AND ELECTRONICS,11.0,0
2072695,2016-03-12,15,SCHOOL AND OFFICE SUPPLIES,0.0,0
810297,2014-04-01,44,HOME AND KITCHEN I,0.0,0
68393,2013-02-08,28,HOME APPLIANCES,0.0,0
2323256,2016-07-30,45,MAGAZINES,22.0,0
1513399,2015-05-02,22,LADIESWEAR,0.0,0
677917,2014-01-17,3,SCHOOL AND OFFICE SUPPLIES,0.0,0
2654409,2017-02-02,37,LINGERIE,0.0,0
1877631,2015-11-22,41,PRODUCE,2070.222,1
1184405,2014-10-28,41,BEAUTY,3.0,0
327707,2013-07-03,53,HOME APPLIANCES,0.0,0
77823,2013-02-13,42,DELI,0.0,0
2042807,2016-02-24,27,DAIRY,789.0,0
439216,2013-09-04,32,LADIESWEAR,0.0,0
600648,2013-12-04,12,HOME AND KITCHEN I,0.0,0
2008373,2016-02-05,10,PET SUPPLIES,0.0,0
1019299,2014-07-27,9,POULTRY,684.887,0
2625968,2017-01-17,39,PET SUPPLIES,5.0,0
1169410,2014-10-20,20,"LIQUOR,WINE,BEER",0.0,0
1787455,2015-10-03,12,EGGS,101.0,0
74221,2013-02-11,41,BOOKS,0.0,0
2912169,2017-06-27,2,HOME CARE,198.0,11
546579,2013-11-03,45,AUTOMOTIVE,18.0,0
1986345,2016-01-23,42,DELI,158.251,0
1549275,2015-05-22,29,MEATS,84.029,2
782801,2014-03-17,23,DAIRY,538.0,0
718934,2014-02-09,30,PREPARED FOODS,28.0,0
2024194,2016-02-13,54,CLEANING,1177.0,13
90804,2013-02-20,7,LINGERIE,14.0,0
1295720,2014-12-31,15,DAIRY,317.0,0
1900331,2015-12-05,29,PET SUPPLIES,5.0,0
1310918,2015-01-08,40,PET SUPPLIES,0.0,0
10659,2013-01-06,9,AUTOMOTIVE,31.0,0
695865,2014-01-27,33,PLAYERS AND ELECTRONICS,10.0,0
678077,2014-01-17,34,PET SUPPLIES,2.0,0
1216640,2014-11-15,45,PREPARED FOODS,498.874,0
746659,2014-02-25,1,BABY CARE,0.0,0
1761940,2015-09-18,46,BOOKS,0.0,0
1577440,2015-06-07,2,CLEANING,1310.0,3
1578052,2015-06-07,36,PERSONAL CARE,338.0,0
1086634,2014-09-03,48,EGGS,118.0,0
2385280,2016-09-03,36,CLEANING,1652.0,23
2404619,2016-09-14,29,DAIRY,712.0,133
1895620,2015-12-02,47,BABY CARE,0.0,0
140427,2013-03-20,49,GROCERY I,3216.0,0
2314212,2016-07-25,41,LINGERIE,7.0,0
294096,2013-06-15,11,AUTOMOTIVE,8.0,0
1187761,2014-10-30,35,PERSONAL CARE,48.0,1
1225675,2014-11-20,49,"LIQUOR,WINE,BEER",150.0,0
1351985,2015-01-31,43,DAIRY,333.0,0
769287,2014-03-09,43,MEATS,135.64,0
1292477,2014-12-29,23,SEAFOOD,15.878,0
1904098,2015-12-07,34,SCHOOL AND OFFICE SUPPLIES,4.0,0
2293594,2016-07-14,13,POULTRY,90.85,1
1004112,2014-07-19,32,LINGERIE,1.0,0
1072628,2014-08-26,54,PREPARED FOODS,67.0,0
916244,2014-05-31,17,SEAFOOD,14.0,0
2912437,2017-06-27,27,"LIQUOR,WINE,BEER",48.0,1
1431430,2015-03-17,22,"LIQUOR,WINE,BEER",0.0,0
2644186,2017-01-27,5,POULTRY,250.058,27
1154054,2014-10-11,4,FROZEN FOODS,104.0,1
1498981,2015-04-24,18,"LIQUOR,WINE,BEER",73.0,0
1082453,2014-09-01,30,LAWN AND GARDEN,0.0,0
1553972,2015-05-25,11,BEAUTY,3.0,0
1557348,2015-05-26,6,GROCERY I,3500.0,4
1569278,2015-06-02,4,PREPARED FOODS,65.93,0
106962,2013-03-02,10,DELI,259.0,0
2147352,2016-04-23,10,DELI,313.0,2
342989,2013-07-12,32,LAWN AND GARDEN,0.0,0
2034884,2016-02-19,54,BREAD/BAKERY,218.0,0
2607603,2017-01-07,24,DELI,287.481,1
96673,2013-02-24,21,HOME AND KITCHEN II,0.0,0
1163730,2014-10-17,11,HOME CARE,453.0,0
14298,2013-01-09,10,DELI,139.0,0
609256,2013-12-08,53,EGGS,0.0,0
1975102,2016-01-17,27,LADIESWEAR,15.0,0
1446574,2015-03-25,47,LADIESWEAR,0.0,0
1912280,2015-12-12,14,PREPARED FOODS,115.0,0
2636034,2017-01-23,21,PLAYERS AND ELECTRONICS,5.0,0
1037356,2014-08-07,16,BABY CARE,0.0,0
899316,2014-05-21,42,AUTOMOTIVE,0.0,0
2429086,2016-09-28,15,"LIQUOR,WINE,BEER",14.0,0
1119113,2014-09-22,1,HOME APPLIANCES,0.0,0
2940725,2017-07-13,20,PREPARED FOODS,63.025,0
2165925,2016-05-03,31,BEVERAGES,2649.0,35
657350,2014-01-05,52,MAGAZINES,0.0,0
2131862,2016-04-14,25,PREPARED FOODS,39.162,0
390312,2013-08-08,10,LINGERIE,2.0,0
1469203,2015-04-07,32,EGGS,100.0,0
2955380,2017-07-21,31,SEAFOOD,2.0,1
1538910,2015-05-16,38,LINGERIE,7.0,0
394953,2013-08-10,40,DELI,159.0,0
2548682,2016-12-04,20,PET SUPPLIES,6.0,0
449805,2013-09-10,3,HOME AND KITCHEN I,0.0,0
2923971,2017-07-03,50,CELEBRATION,50.0,0
1749803,2015-09-11,6,FROZEN FOODS,200.075,2
833658,2014-04-14,5,GROCERY I,2896.0,0
563776,2013-11-13,28,BOOKS,0.0,0
1714498,2015-08-23,15,HOME AND KITCHEN II,25.0,0
1176866,2014-10-24,3,LAWN AND GARDEN,36.0,0
1645998,2015-07-15,42,MEATS,0.0,0
322614,2013-07-01,11,CELEBRATION,0.0,0
945816,2014-06-16,47,BEVERAGES,3561.0,0
2354631,2016-08-17,26,HOME AND KITCHEN I,6.0,0
593496,2013-11-30,11,MEATS,635.301,0
183877,2013-04-14,19,BABY CARE,0.0,0
2593219,2016-12-30,20,GROCERY II,31.0,0
848467,2014-04-23,16,BOOKS,0.0,0
86188,2013-02-18,27,PERSONAL CARE,149.0,0
995756,2014-07-14,48,HARDWARE,1.0,0
2985730,2017-08-07,33,"LIQUOR,WINE,BEER",20.0,1
1387763,2015-02-20,47,HARDWARE,0.0,0
2985873,2017-08-07,38,AUTOMOTIVE,7.0,0
2764373,2017-04-05,22,PREPARED FOODS,70.0,5
2762824,2017-04-04,29,SCHOOL AND OFFICE SUPPLIES,45.0,6
2688080,2017-02-21,31,SEAFOOD,5.0,0
597433,2013-12-02,22,BABY CARE,0.0,0
2779538,2017-04-13,48,HARDWARE,0.0,0
615525,2013-12-12,3,DELI,312.553,0
2526283,2016-11-21,42,BABY CARE,0.0,0
549087,2013-11-05,16,AUTOMOTIVE,9.0,0
2986101,2017-08-07,43,PRODUCE,1106.633,5
1605097,2015-06-22,45,EGGS,420.0,0
1005326,2014-07-20,17,HARDWARE,1.0,0
2949784,2017-07-18,25,GROCERY II,13.0,0
2582729,2016-12-23,26,HOME APPLIANCES,1.0,0
1768517,2015-09-22,30,HARDWARE,0.0,0
1104843,2014-09-14,1,BEVERAGES,1016.0,1
197559,2013-04-21,51,LINGERIE,15.0,0
840456,2014-04-18,40,GROCERY I,1740.0,0
2598729,2017-01-02,25,GROCERY I,2729.0,68
1419229,2015-03-10,3,SCHOOL AND OFFICE SUPPLIES,0.0,0
2311963,2016-07-24,29,HOME AND KITCHEN II,12.0,0
1447086,2015-03-26,12,BEVERAGES,701.0,0
2839673,2017-05-17,35,MAGAZINES,0.0,0
2082730,2016-03-17,47,BABY CARE,0.0,0
1355440,2015-02-02,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
776533,2014-03-13,47,EGGS,194.0,0
650538,2014-01-02,12,DELI,227.0,0
2836212,2017-05-15,38,PLAYERS AND ELECTRONICS,9.0,0
1896626,2015-12-03,25,HOME APPLIANCES,0.0,0
1923407,2015-12-18,27,BEAUTY,3.0,0
1951185,2016-01-03,6,PLAYERS AND ELECTRONICS,21.0,0
902388,2014-05-23,29,BEVERAGES,0.0,0
2840659,2017-05-18,13,LADIESWEAR,6.0,0
857438,2014-04-28,17,SEAFOOD,6.0,0
2291982,2016-07-13,19,AUTOMOTIVE,3.0,0
1813854,2015-10-17,52,DELI,0.0,0
1922375,2015-12-17,47,PET SUPPLIES,20.0,1
